instance,algo,seed,phi,nv,dist,fuel,emis,IF,plow,pmed,phigh,lam,runtime,iters,error
RC108,HGLS,2,"(0.85, 1.0, 1.18)",11,1264.4774474403666,372.12247027114955,967.5184227049889,0.29428952728609187,29.747131634609577,64.76995828622401,5.482910079166357,0.35859986051781234,30.46136212348938,216,
RC108,HGLS,3,"(0.85, 1.0, 1.18)",10,1184.4991814587024,376.7738420730168,979.6119893898436,0.3180870430058233,19.482027115874665,63.65368852955131,16.864284354574004,0.39827180009271057,30.17224383354187,199,
RC108,HGLS,4,"(0.85, 1.0, 1.18)",11,1255.2108117062821,381.5974882976481,992.1534695738851,0.30401067672363347,26.986815047141476,64.36143013232298,8.651754820535533,0.3743841820719118,30.333683490753174,221,
RC108,HGLS,5,"(0.85, 1.0, 1.18)",10,1202.693219135895,392.7981549620073,1021.275202901219,0.3265987940334634,17.215803121433087,57.24305400475251,25.541142873814437,0.4030340892070367,30.370558738708496,180,
RC108,ALNS,1,"(0.85, 1.0, 1.18)",10,1294.774435266396,425.60981249500384,1106.58551248701,0.3287134815937541,14.803373116273423,60.30120475038894,24.895422133337686,0.40986538683465,30.458702325820923,102,
RC108,ALNS,2,"(0.85, 1.0, 1.18)",10,1318.5698223067427,444.61478705361685,1155.998446339404,0.3371947238074927,5.5017986932908,64.07049058084883,30.427710725860365,0.40596585734476803,30.48353338241577,95,
RC108,ALNS,3,"(0.85, 1.0, 1.18)",11,1350.3087384480173,405.0640584358326,1053.1665519331648,0.29997884698679694,20.225245384330726,65.21259318115435,14.562161434514879,0.3431451083663093,30.728057861328125,119,
RC108,ALNS,4,"(0.85, 1.0, 1.18)",11,1231.060262451387,360.8568437659281,938.2277937914131,0.2931268718294592,31.584877264752585,65.63066323348261,2.7844595017648004,0.35673325893578395,30.401479721069336,121,
RC108,ALNS,5,"(0.85, 1.0, 1.18)",11,1220.1909089355677,361.67278880684717,940.3492508978027,0.29640672304496357,27.22899398492722,64.98105896418019,7.789947050892634,0.35804757850240776,30.427292108535767,104,
RC201,GLS,1,"(0.85, 1.0, 1.18)",4,2043.3558593282419,534.3845889963833,1389.3999313905965,0.26152301693159974,27.351650970934323,51.43828041984889,21.21006860921679,0.2042868912688141,30.523938417434692,55,
RC201,GLS,2,"(0.85, 1.0, 1.18)",4,1976.0368859202513,487.6038797594284,1267.7700873745139,0.246758490812457,34.81627462306063,60.50365759015201,4.680067786787371,0.19161690363811057,30.5779447555542,44,
RC201,GLS,4,"(0.85, 1.0, 1.18)",4,2032.3779054701358,522.4091414955959,1358.2637678885494,0.257043308771235,33.17483463147681,52.46565433892168,14.35951102960151,0.20695958296230915,30.546026468276978,42,
RC201,GLS,3,"(0.85, 1.0, 1.18)",4,1858.7775101359123,512.4130394421779,1332.2739025496626,0.27567206760787133,14.46220956462946,52.95544936024465,32.582341075125846,0.2162661448321082,31.93587636947632,50,
RC201,GLS,5,"(0.85, 1.0, 1.18)",4,1898.9252533872257,488.36737718653507,1269.7551806849913,0.25718093764638983,28.20217013524664,61.343566732449865,10.454263132303536,0.2074357773734353,31.455183267593384,39,
